Issue key,Issue id,Assignee,Status,Summary,Custom field (Type of Service),Component/s,Custom field (Offering Type),Priority,Custom field (Total amount (€) weighted),Custom field (Type Business Opportunity),Custom field (Country),Custom field (Market),Custom field (Market Manager),Custom field (DN Manager),Custom field (Operations Manager),Custom field (Renewal),Custom field (Código GEP),Custom field (Temporal Scope),Custom field (Receipt of application),Custom field (Delivery Commitment),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Total Amount (euros)),Custom field (Budg.Loc.Currency),Custom field (Margin),Custom field (Offer Code (NG)),Custom field (Offer Description (NG)),Custom field (Transversal offer),Updated,Created,Custom field (Proposal Due Date),Custom field (Observations),Resolved
OFBRA-2060,13372391,wholanda,Abandoned,"TCE-GO | Modernização de Aplicação",OS GA,TCE-GO,Modernização de Aplicação,Minor,"181,996",Proposal,Brazil,PA,frhode,epereirab,fmesquita,No,22DS05_13,0.6,05/03/23 20:11,30/07/23 19:11,,,,,,,,,,,,,,,,181996.0,1001345.0,22.0,,,No,09/10/23 16:20,20/03/23 20:17,29/09/23 19:11,"06/10 - Oferta será conduzida por operações.
14/09 - Reunião com Operações para Definição de Estimativas.
08/09  - Aguardando definição de Operações 
04/09 - Aguardando definição de Operações 
28/08 - Aguardando definição de área a executar o escopo do projeto
21/08 - Aguardando definição de área a executar o escopo do projeto
14/08 - Mercado e Operações avaliando novas etapas
07/08 - Documento de Arquitetura Entregue, avaliar com Mercado segunda Etapa
31/07 - Em desenvolvimento. 
24/07: Documento de Arquitetura a ser finalizado no dia 24/7 para apreciação do cliente
17/07: Documento de Arquitetura em elaboração
07/07: Arquitetura foi apresentada para o cliente que sinalizou positivamente pela contratação de consultoria, proximo passo enviar documento formal com a arquitetura proposta para definição de estimativas e delimitação de escopo
30/06: Cliente solicitou nova agenda para validação do draft de arquitetura.
23/06: Agenda com o cliente para apresentação entre 28/06 a 30/06.
16/06: Aguardando agenda com cliente, mercado se comprometeu a reservar data nas proximas duas semanas.
09/06: Mesmo status anterior
02/06: Aguardando agenda do TCE-GO para apresentação do Draft da Arquitetura proposta e proximos passos.
19/05: Primeiro  Draft da Arquitetura em Análise pelo Mercado/Delivery
08/05: Arquitetura e Proposta em Elaboração
26/04: Reunião técnica realizada hoje com o cliente para elaboração técnica da solução.
14/04: Proposta e Solução Técnica em Elaboração.
28/03: Proposta em elaboração.
20/03: Oferta criada a partir do processo de melhoria contínua do contrato atual de AM, que gerou 11 novas oportunidades, sendo duas delas serão trabalhadas por DS, uma para modernização de uma aplicação, outra para implantação DEVOPS, num formato on-premisse.
MOC: GO_TCE_AM",09/10/23 16:20
OFBRA-2061,13372392,marcfrancisco,Won-End,"TCE-GO | Implantação DEVOPS On-Premisse",OS GT,TCE-GO,Implantação DEVOPS On Premisse,Minor,"28,150",Proposal,Brazil,PA,frhode,marcfrancisco,fmesquita,No,22DS05,0.4,05/03/23 20:11,30/03/23 19:11,,,,,,,,,,,,,,,,28150.0,154822.0,22.0,,,No,20/07/23 11:22,20/03/23 20:18,30/05/23 19:11,"21/07 - Oportunidade aceita pelo cliente e já emitiu a OS. O MOC atual não está integrando. GO_TCE_AM
14/07 - Oportunidade aceita pelo cliente e já emitiu a OS. O MOC atual não está integrando. GO_TCE_AM
12/07 - Oportunidade aceita pelo cliente e já emitiu a OS. O MOC atual não está integrando. GO_TCE_AM
09/09 - Poc aprovada, gerando business case e proximos passos.
23/06 - POC  aprovada, aguardando feedback e próximos passos.
19/06 - POC com o time do TCE-GO em andamento, aguardando feedback e proximos passos.
09/06 - POC com o time do TCE-GO em andamento
05/06 - POC com o time do TCE-GO em andamento
26/05 - POC em andamento, aguardando proximos passos
11/05 - Implementado um ambiente para testar o DevOps, (POC)
10/04 - Aguardando reunião com time de TI da TCE-GO para alinhamento.
10/04 - Aguardando reunião com time de TI da TCE-GO para alinhamento.
03/04 -  Reunião com Estanislau, Eder e Carlos Leite para entendimento.
23/03/2023: Reunião de alinhamento e entendimento agendada para dia 30/03
20/03/2023: Oferta criada a partir do processo de melhoria contínua do contrato atual de AM, que gerou 11 novas oportunidades, sendo duas delas serão trabalhadas por DS, uma para modernização de uma aplicação, outra para implantação DEVOPS, num formato on-premisse.
MOC: GO_TCE_AM",20/07/23 11:22
OFBRA-2057,13372341,cazevedo,Abandoned,Petrobras - Pleito Service RH,BPO Presales,Petrobras,   ,Minor,,Presale,Brazil,Energy,nsenra,cazevedo,,No,22DS02,1.0,02/03/23 18:43,26/05/23 17:43,,,,,,,,,,,,,,,,,,,,,No,31/12/23 21:03,20/03/23 18:44,,"Operação acompanhando sem ação na unidade de ofertas
23/10 - mesmo status.
02/10 - mesmo status
26/09 - Defesa finalizada e aguarda envio para Petros do pleito.
08/09 - mesmo status.
04/09 - em finalização da defesa.
28/08 - mesmo status.
21/08 - mesmo status.
11/08 - mesmos status.
07/08 - mesmos status.
28/07 - mesmo status.
21/07 - mesmo status.
14/07 - Mesmo status.
06/07 - mesmo status
30/06 - Aguarda reagendamento para finalizar a análise.
23/06 - Até próxima semana o Mercado finalizará o estudo e teremos mais uma agenda de alinhamento no dia 29.
16/06 - Agendada reunião para alinhamento interno em 20/06.
09.06 - mesmo status
04.06 - Status e próximos passos:
1 – Construção dos dados e dimensionamentos:
a)	Enviado primeira versão no dia - 12/05
b)	Solicitado mais aberturas nos dimensionamentos por skill - 17/05
c)	Versão final validada em 26/05
2 – Apresentação Guilherme e Israel – TBD
3 – Envio do Material ao Cliente - TBD
21.05 - Em análise por parte de Mercado.
15.05 - Mercado e Operações avaliam PR, MDC e dados de escala para fomentar melhor o pleito.
22.04 - Mercado avalia os dados entregues ficaram de retornar.
14.04 - mesmo status.
10.04 - Responsável pelo Mercado está de férias e tratará ao retornar.
21.03 - Aguarda proximos passos
27.03 - Aguarda posicionamento do Mercado.
20.03 - Entregue a abertura de custos da PR, falta alinhamento com o Mercado.",06/11/23 16:29
OFBRA-2018,13279640,marcfrancisco,Cancelled,Wilson Sons - Serviços Gerenciados de Service Desk e Field Services,OS GU,Wilson Sons,GU - Service Desk,Minor,"396,261.9",Proposal,Brazil,Industry,mafalcone,marcfrancisco,,No,22DS03,3.0,01/03/23 13:47,20/04/23 13:47,mcarvalhos,,,,,,,,,,,,,,,440291.0,2425041.0,25.0,,,No,11/08/23 09:16,01/03/23 13:52,25/04/23 08:16,"11/08 - CIO da Wilson Sons não seguirá com a RFP devido a priorizar outras atividades.
07/08 - Aguardando o retorno da Wilson Sons.
31/07 - Aguardando retorno da Wilson Sons, analise do Business Case
21/07 - Aguardando retorno da Wilson Sons
14/07 - Aguardando retorno da Wilson Sons
09/07 - Aguardando retorno da Wilson Sons
23/06 - Aguardando o retorno do KAM para próximos passos.
19/06 - TI da Wilson Sons apresentou o Case e está aguardando o retorno da diretoria para avisar o KAM para os próximos passos.
09/06 - TI da Wilson Sons apresentou o Case e está aguardando o retorno para avisar o KAM para os proximos passos.
02/06 - TI da Wilson Sons está analisando as propostas
26/05 - Aguardando retorno da Wilson Sons para proximos passos
21/05 - O responsável da TI da Wilson Sons retornou de férias e está analisando a proposta
11/05 - Cliente está analisando a proposta e retornará em breve.
05/05 - Cliente está analisando a proposta.
24/04 - Proposta técnica e económica entregue a Wilson Sons.
14/04 - Proposta técnica e económica em elaboração
10/04 - Elaborando a solução técnica.
03/04 - Nova reunião feita com a Wilson Sons para ajuste do  escopo, aguardando informações.
24/03 - Analisando o novo escopo para desenvolver a Proposta.
17/03 - Feita a reunião de alinhamento com o CLiente e estamos aguardando as informações para os ajustes da solução.
13/03 - Elaborando a Oferta Técnica
03/03 - Reunião de entendimento com o Cliente realizado dia 03/03, aguardando as informações detalhadas para montar a proposta.
Apresentar as capacidades de Gestão de Usuarios em Service Desk e Field Services para a Wilson Sons",11/08/23 09:16
OFBRA-2034,13328701,epereirab,Abandoned,ENEL - AM - Sustentação SCADA,OS GA,ENEL,,Minor,"9,420,361",Proposal,Brazil,Energy,mpiazza,epereirab,amiraldi,No,22DS02,5.0,01/03/23 09:43,12/04/23 13:00,priniesta,wraduan,,,,,,,,,,,,,,9420361.0,4.9268492E7,18.0,,,No,31/12/23 21:03,09/03/23 19:42,30/06/23 07:00,"14/07 - Kam sinalizou abandono pela Enel
07/07 - Mesmo status anterior
30/06 - Mesmo status anterior
23/06 - Kam sinalizou possibilidade de perda ou abandono pela Enel
09/06: Mesmo status anterior
01/06: Conforme informação do KAM, cliente ainda não retornou feedback.
26/05: Aguardando retorno do Mercado e do Cliente
19/05: Aguardando retorno do Mercado e do Cliente
11/05: Mesmo Status anterior.
05/05: Aguardando retorno do Mercado e do Cliente.
26/04: Aguardando retorno do Mercado e do Cliente.
12/04/2032 - Proposta Técnica e MdC atualizados conforme solicitação do cliente.
05/04/2023 - Proposta Tecnica, Anexos Tecnicos e MdC entregues ao Mercado
27/03/2023 - Empresa cliente solicitou, a participação da MINSAIT. Uma nova empresa parceira será avaliada.
23/03/2023 - Decisão do Mercado por No Go, motivo não temos as certificações exigidas em Elipse.
13/03/2023 -  Oferta em desenvolvimento, perguntas em elaboração e entendimento do material inicial recebido.",17/07/23 14:01
OFBRA-2020,13297819,holiveiram,Lost,"Renner | AMS Multiplos Sistemas ",OS GA,Lojas Renner,AMS Multiplos Sistemas ,Critical,"6,767,272",Proposal,Brazil,Industry,flopesa,holiveiram,,No,22DS03,3.0,28/02/23 16:28,02/06/23 14:00,,,,,,,,,,,,,,,,6767272.0,3.7219999E7,27.0,,,No,23/07/23 00:23,03/03/23 16:34,26/07/23 15:28,"17/07: Aguardando retorno do cliente.
30/06: Defesa técnica realizada. Cliente pediu ajuste para inclusão  de alguns custos adicionais quanto a ferramentas, e ajuste quanto a forma de reajuste do contrato. Aguardando inicio da próxima fase qué é short-list e negociação.
26/06: Proposta apresentada em comitê em 26/06. Realizada defesa técnica em 21/06. Nova versão será postada em 29/06.
19/06: Proposta foi para shorlist, defesa técnica prevista para dia 21/06
12/06: Negociação em andamento.
02/06: Propostas Técnicas e Comercial atualizadas foram entregues no portal do cliente.
26/05: Cliente solicitou alguns ajustes na proposta técnica.
24/05: Reuniões com cliente em andamento.
19/05: Aguardando retorno do cliente.
11/05: Mesmo Status anterior.
05/05: Aguardando retorno do cliente.
26/04: Nova versão da proposta técnica e preço apresentada hoje.
14/04: Aguardando retorno do cliente.
31/03 - Proposta enviada ao cliente.
17/03 - Aguardando retorno das perguntas enviadas.
02/03 - RFP recebida, analisada e perguntas enviadas.",18/07/23 16:10
OFBRA-2029,13305896,fabarreira,Rejected,TIM Suporte e Desenv. Sistemas de Gestão de Capex e Operação de Emissão,BPO BO,TIM,,Minor,"179,533",Proposal,Brazil,Telco,rgerdes,fabarreira,,No,22DS04,2.0,28/02/23 11:00,31/03/23 13:00,,,,,,,,,,,,,,,,179533.0,1000000.0,20.0,,,No,31/12/23 21:03,06/03/23 16:55,,"16/03 - Informado pelo Mercado o NOGO neste projeto.
13/03 - BPO está em stand by aguardando o retorno das dúvidas.
06/03 -  Enviado as duvidas ao cliente TIM, aguardando o retorno.
",01/06/23 14:49
OFBRA-2024,13305808,fabarreira,Abandoned,Bradesco - Contratos para Ajuizamento ,BPO Presales,Banco Bradesco,,Minor,,Presale,Brazil,FS,mhenriquep,fabarreira,,No,22DS01,1.0,27/02/23 16:15,06/03/23 16:15,,,,,,,,,,,,,,,,,,,,,No,31/12/23 21:03,06/03/23 16:23,,"20/10 - Devido ao tempo do projeto, alinhei junto ao mercado que fecharia a oportunidade e caso retorne abriremos um novo JIRA.
13/10 - Aguardando retorno do cliente.
09/10 - Aguardando retorno do cliente. 
29/09 - Aguardando retorno do cliente. 
22/09 - Aguardando retorno do cliente. 
18/09 - Aguardando retorno do cliente. 
10/09 - Aguardando retorno do cliente. 
01/09 - Aguardando retorno do cliente. 
25/08 - Aguardando retorno do cliente. 
18/08 - Aguardando retorno do cliente.
11/08 - Aguardando retorno do cliente.
04/08 - Aguardando retorno do cliente.
28/07 - Aguardando retorno do cliente.
21/07 - Aguardando retorno do cliente.
14/07 - Aguardando retorno do cliente.
07/07 - Aguardando retorno do cliente.
30/06 - Aguardando retorno do cliente.
23/06 - Segue aguardando.
16/06 - Segue o mesmo status abaixo.
09/06 - Aguardando retorno do cliente.
02/06 - Mesmo status.
26/05 - Mesmo status
19/05 - Mesmo status
10/05 - Mesmo status.
05/05 - Mesmo status.
28/04 - Mesmo status de 17/03 (PT entregue em 06/03).
23/04 - Mesmo status.
14/04 - Mesmo status.
06/04 - Mesmo status.
31/03 - Mesmo status.
24/03 - Mesmo status.
17/03 - Proposta Técnica entregue em 06.03.
13/03 - Proposta Técnica entregue em 06.03.
06/03 - Proposta Técnica entregue.",20/10/23 14:10
OFBRA-2045,13341484,rfurlanetto,Abandoned,"DELTA | Assessment Implementação S/4 Hana",SGE,DELTA CAFÉS,"DELTA | Assessment Implementação S/4 Hana",Minor,"170,000",Proposal,Brazil,Industry,laugusta,rfurlanetto,,No,22DS03,1.0,27/02/23 14:18,17/04/23 13:18,holiveiram,,,,,,,,,,,,,,,170000.0,1054000.0,30.0,,,No,23/07/23 00:24,13/03/23 14:20,17/04/23 13:18,"10/05: Sem retorno do cliente.
24/4: Sem retorno por parte do cliente e do Mercado
13/04:Entregamos a proposta não vinculante no dia 7/4/23 e estamos aguardando retorno por parte da Delta.
10/04: Entregamos a proposta não vinculante no dia 7/4/23 e estamos aguardando retorno por parte da Delta.
31/03: Aguardando retorno do cliente sobre as perguntas que foram feitos.
13/03: Entendimento em andamento com time da Minsait Portugual.",10/05/23 16:41
OFBRA-2019,13286691,priniesta,Lost,NEOENERGIA - ATENDIMENTO NIVEL 1 CEGRI,OS GT,Neoenergia,,Critical,"704,513",Proposal,Brazil,Energy,ajdsilva,priniesta,,Yes,22DS02,2.0,24/02/23 15:16,17/04/23 18:00,,,,,,,,,,,,,,,,704513.0,3874824.0,22.0,,,No,31/12/23 21:03,02/03/23 10:06,17/07/23 18:00,"16/06: Oferta perdida.
09/06: Recebemos a informação por parte do Mercado de que o cliente fechou esta oportunidade com outro fornecedor. Estamos aguardando a alteração do status no MOC para alteração no JIRA.
02/06: Aguardando próximos passos por parte do cliente para inicio da fase de negociação comercial.
26/05: Aguardando próximos passos por parte do cliente para inicio da fase de negociação comercial.
19/05: Aguardando próximos passos por parte do cliente para inicio da fase de negociação comercial.
11/05: Aguardando próximos passos por parte do cliente para inicio da fase de negociação comercial.
05/05: Fomos informados pelo cliente que a nossa proposta foi aprovada tecnicamente. Aguardando próximos passos para inicio da fase de negociação comercial.
27/04: Aguardando retorno do cliente sobre proposta enviada no dia 17/04.
20/04: Aguardando próximos passos por parte do cliente.
17/04: Oferta aprovada em Comitê. Proposta Comercial enviada ao cliente.
14/04: Recebemos a informação esta semana de que fomos aprovados técnicamente e será iniciada a fase de negociação comercial.
06/04: Aguardando avaliação do cliente sobre proposta enviada no dia 20/03.
31/03: Aguardando avaliação do cliente sobre proposta enviada no dia 20/03.
24/03: Aguardando avaliação do cliente sobre proposta enviada no dia 20/03.
17/03: Recebemos uma solicitação em ajustes pontuais na proposta técnica, que deverá ser enviada com os ajustes até o dia 20/03.
13/03: Proposta enviada ao cliente no dia 10/03. Aguardando próximos passos do processo junto ao cliente.
10/03: Proposta enviada ao cliente.
06/03: Oferta em fase de elaboração para envio ao cliente no dia 10/03.
02/03: Oferta em fase de elaboração.
27/02: Entrega adiada para o dia 10/03. Oferta em fase de entendimento.
24/02: Oferta enviada pelo Mercado, com data de entrega para o dia 03/03. Informado ao Mercado para solicitar adiamento ao cliente, devido à falta de capacidade de entrega por parte de DS para o dia 03/03.",16/06/23 11:35
OFBRA-2017,13278249,holiveiram,Abandoned,ITAÚ - Pool Especialidades,OS GA,BANCO ITAÚ SA,,Critical,"1,005,386",Proposal,Brazil,FS,vaparecidos,holiveiram,,No,22DS01,1.0,24/02/23 11:38,10/03/23 18:00,holiveiram,,,,,,,,,,,,,,,1005386.0,5600000.0,30.11,,,No,31/12/23 21:03,01/03/23 12:08,08/06/23 12:03,"11/05: Oferta suspensa pelo ITAU.
24/04: Aguardando retorno do cliente
14/04: Aguardando retorno do cliente.
04/04: Recebido do cliente retorno que o processo deve ter alguma evolução após o dia 14/04.
27/03/23 - Aguardando retorno do Cliente / Mercado
17/03 - Reunião com o cliente em 17/03 as 15h para discussão comercial.
10/03/23 - Tarifas enviadas ao Itaú.
06/03/23 - Oferta adiada para 10/03 e precificação em andamento.
01/03/23 - Oferta em andamento, etapa esclarecimentos",11/05/23 11:30
OFBRA-2054,13367130,holiveiram,Abandoned,"CPFL | Estratégia de Sourcing",SGE,CPFL,Workshop para definição da estratégia de sourcing,Minor,"10,000",Presale,Brazil,Energy,vgrecci,holiveiram,,No,22DS02,0.1,20/02/23 13:25,21/03/23 13:25,,,,,,,,,,,,,,,,10000.0,50000.0,18.0,,,No,10/05/23 16:41,17/03/23 13:28,17/05/23 12:25,"10/05: Cliente não retorna.
24/04: Aguardando retorno do cliente.
Estratégia de Sourcing para a CPFL",10/05/23 16:41
OFBRA-2028,13305879,rfurlanetto,Abandoned,"CPFL | Implantação Solução EAM ",SGE,CPFL,Implantação Solução EAM / CPFL DIS	,Minor,"897,666",Presale,Brazil,Energy,vgrecci,rfurlanetto,,No,22DS02,1.0,06/02/23 16:46,06/02/23 16:46,phenriquesil,,,,,,,,,,,,,,,897666.0,4488330.0,30.0,,,No,21/02/25 16:28,06/03/23 16:48,,"30/06: Oferta abandonada, pois era RFI.
11/05: Cliente está em processo de aprovação de orçamento.
14/04: Cliente está em processo de aprovação de orçamento.
06/04: Mercado aguardando retorno do cliente e possível publicação de RFP.
31/03: Aguardando retorno do cliente.
06/03: Proposta enviada ao cliente (ballpark). Aguardando retorno. Pre-venda.",30/06/23 12:02
OFBRA-2021,13305639,rfurlanetto,Cancelled,"Naturgy | Implementação SAP IS-U",SGE,NATURGY,SAP IS-U Implementação,Critical,"1,795,332",Proposal,Brazil,Energy,lscaruso,rfurlanetto,,No,22DS02,1.8,06/02/23 15:12,06/03/23 15:12,,,,,,,,,,,,,,,,1795332.0,9874326.0,30.0,,,No,23/07/23 00:23,06/03/23 15:17,31/05/23 14:12,"17/03: CLiente não vai seguir com o projeto em 2023, deve retornar o BID somente em Dezembro/23.
13/03: Cliente deve não seguir com o projeto, entretanto estamos avaliando junto ao mesmo alternativas de diminuir o custo.
06/03: Oferta enviada ao cliente.",17/03/23 10:11
OFBRA-2022,13305660,rfurlanetto,Cancelled,"GOL | Implementação SAP S/4 Hana",SGE,GOL Linhas Aereas,Implementação SAP S/4 Hana RISE,Minor,"1,412,363",Proposal,Brazil,Industry,jrsilveira,rfurlanetto,,No,22DS03,0.7,30/01/23 15:12,31/01/23 15:12,,,,,,,,,,,,,,,,1412363.0,6800000.0,30.0,,,No,23/07/23 00:23,06/03/23 15:23,28/02/23 15:12,"17/03: Cliente somente deve retornar a esse BID no final de 2023
06/03: Aguardando decisão do cliente sobre o avanço da oferta e negociação junto a SAP quanto ao licenciamento.",17/03/23 10:12
OFBRA-2366,14550338,tasilva,Lost,[BRADESCO SEGUROS] Ratecard,Datos - Analytics,BRADESCO SEGUROS,Dados,Minor,"172,413",Proposal,Brazil,FS,lfernandol,tasilva,,No,22DS01,1.0,17/01/23 16:44,10/12/23 16:44,,,,,,,,,,,,,,,,172413.0,1000000.0,24.0,,,No,26/03/24 01:01,08/11/23 16:55,11/03/24 11:11,"12/01 - Mesmo status
04/01 - Mesmo status
29/12 - Mesmo status
21/12 - Mesmo status
15/12 - Mesmo status
10/12 - Enviamos novo preço, ultima rodada para o cliente. Aguardando retorno.
07/12 - Sem retorno do cliente
30/11 - Mesmo status
23/11 - Mesmo status
10/11 - Em negociação comercial
&*OFERTADADOS*&
",18/01/24 10:35
OFBRA-2025,13305825,rfurlanetto,Won-End,"Vivara | Implementação SAP S/4 Hana - Onda 2",SGE,VIVARA,"Vivara | Implementação SAP S/4 Hana - Onda 2",Minor,"893,923",Proposal,Brazil,Industry,flopesa,rfurlanetto,,No,22DS03,0.8,09/01/23 16:30,10/02/23 16:30,,,,,,,,,,,,,,,,893923.0,4916577.0,15.0,,,No,23/07/23 00:23,06/03/23 16:33,06/05/23 15:30,"13/03 - Projeto iniciado, faltando apenas assinatura do contrato.
06/03 - Proposta enviada ao cliente, aguardando feedback do cliente para inicio do projeto.",22/03/23 09:36
